freq	dB(S21_fitted)
7.71093750000000000E+09	-2.22850835370579325E+00
7.71875000000000000E+09	-2.19473718475410173E+00
7.72656250000000000E+09	-2.15980813700891661E+00
7.73437500000000000E+09	-2.12403086971130017E+00
7.74218750000000000E+09	-2.08773839933649574E+00
7.75000000000000000E+09	-2.05128736059733541E+00
7.75781250000000000E+09	-2.01505796088639588E+00
7.76562500000000000E+09	-1.97945354242665350E+00
7.77343750000000000E+09	-1.94489965928157837E+00
7.78125000000000000E+09	-1.91184257184130812E+00
7.78906250000000000E+09	-1.88074706068022079E+00
7.79687500000000000E+09	-1.85209346613660197E+00
7.80468750000000000E+09	-1.82637387100571558E+00
7.81250000000000000E+09	-1.80408736267128833E+00
7.82031250000000000E+09	-1.78573433883932031E+00
7.82812500000000000E+09	-1.77180985826576309E+00
7.83593750000000000E+09	-1.76279608417843026E+00
7.84375000000000000E+09	-1.75915392214979693E+00
7.85156250000000000E+09	-1.76131401344077698E+00
7.85937500000000000E+09	-1.76966730551709728E+00
7.86718750000000000E+09	-1.78455547863184738E+00
7.87500000000000000E+09	-1.80626155540577016E+00
7.87890625000000000E+09	-1.81974151858197764E+00
7.88281250000000000E+09	-1.83500105338087249E+00
7.88671875000000000E+09	-1.85205524949423572E+00
7.89062500000000000E+09	-1.87091405332290517E+00
7.89453125000000000E+09	-1.89158209532211252E+00
7.89843750000000000E+09	-1.91405854478868775E+00
7.90234375000000000E+09	-1.93833699403250148E+00
7.90625000000000000E+09	-1.96440537354826561E+00
7.91406250000000000E+09	-2.02183505401134722E+00
7.92187500000000000E+09	-2.08613662793499000E+00
7.92968750000000000E+09	-2.15700865510856854E+00
7.93750000000000000E+09	-2.23406232106200964E+00
7.94531250000000000E+09	-2.31682655060396669E+00
7.95312500000000000E+09	-2.40475493327688383E+00
7.96093750000000000E+09	-2.49723420522317996E+00
7.96875000000000000E+09	-2.59359399674897029E+00
7.97656250000000000E+09	-2.69311754854973318E+00
7.98437500000000000E+09	-2.79505312191283384E+00
7.99218750000000000E+09	-2.89862587677694883E+00
8.00000000000000000E+09	-3.00305006233309069E+00
8.00781250000000000E+09	-3.10754145324708553E+00
8.01562500000000000E+09	-3.21133006602354243E+00
8.02343750000000000E+09	-3.31367330064849641E+00
8.03125000000000000E+09	-3.41386976953887888E+00
8.03906250000000000E+09	-3.51127419696940768E+00
8.04687500000000000E+09	-3.60531389591371276E+00
8.05468750000000000E+09	-3.69550745341297482E+00
